股票代码,股票名称
301226,祥明智能
301227,森鹰窗业
301228,实朴检测
301229,纽泰格
301230,泓博医药
301231,荣信文化
301232,飞沃科技
301233,盛帮股份
301234,五洲医疗
301235,华康洁净
301236,软通动力
301237,和顺科技
301238,瑞泰新材
301239,普瑞眼科
301246,宏源药业
301248,杰创智能
301251,威尔高
301252,同星科技
301255,通力科技
301256,华融化学
301257,普蕊斯
301258,富士莱
301259,艾布鲁
301260,格力博
301261,恒工精密
301262,海看股份
301263,泰恩康
301265,华新环保
301266,宇邦新材
301267,华厦眼科
301268,铭利达
301269,华大九天
301270,汉仪股份
301272,英华特
301273,瑞晨环保
301275,汉朔科技
301276,嘉曼服饰
301277,新天地
301278,快可电子
301279,金道科技
301280,珠城科技
301281,科源制药
301282,金禄电子
301283,聚胶股份
301285,鸿日达
301286,侨源股份
301287,康力源
301288,*ST清研
301289,国缆检测
301290,东星医疗
301291,明阳电气
301292,海科新源
301293,三博脑科
301295,美硕科技
301296,新巨丰
301297,富乐德
301298,东利机械
301299,卓创资讯
301300,远翔新材
301301,川宁生物
301302,华如科技
301303,真兰仪表
301305,朗坤科技
301306,西测测试
301307,美利信
301308,江波龙
301309,万得凯
301310,鑫宏业
301311,昆船智能
301312,智立方
301313,凡拓数创
301314,科瑞思
301315,威士顿
301316,慧博云通
301317,鑫磊股份
301318,维海德
301319,唯特偶
301320,豪江智能
301321,翰博高新
301322,绿通科技
301323,新莱福
301325,曼恩斯特
301326,捷邦科技
301327,华宝新能
301328,维峰电子
301329,信音电子
301330,熵基科技
301331,恩威医药
301332,德尔玛
301333,诺思格
301335,天元宠物
301336,趣睡科技
301337,亚华电子
301338,凯格精机
301339,通行宝
301345,涛涛车业
301348,蓝箭电子
301349,信德新材
301353,普莱得
301355,南王科技
301356,天振股份
301357,北方长龙
301358,湖南裕能
301359,东南电子
301360,荣旗科技
301361,众智科技
301362,民爆光电
301363,美好医疗
301365,矩阵股份
301366,一博科技
301367,瑞迈特
301368,丰立智能
301369,联动科技
301370,国科恒泰
301371,敷尔佳
301372,科净源
301373,凌玮科技
301376,致欧科技
301377,鼎泰高科
301378,通达海
301379,天山电子
301380,挖金客
301381,赛维时代
301382,蜂助手
301383,天键股份
301386,未来电器
301387,光大同创
301388,欣灵电气
301389,隆扬电子
301390,经纬股份
301391,卡莱特
301392,汇成真空
301393,昊帆生物
301395,仁信新材
301396,宏景科技
301397,溯联股份
301398,星源卓镁
301399,英特科技
301408,华人健康
301413,安培龙
301418,协昌科技
301419,阿莱德
301421,波长光电
301428,世纪恒通
301429,森泰股份
301439,泓淋电力
301446,福事特
301448,开创电气
301456,盘古智能
301458,钧崴电子
301459,丰茂股份
301468,博盈特焊
301469,恒达新材
301479,弘景光电
301486,致尚科技
301487,盟固利
301488,豪恩汽电
301489,思泉新材
301491,汉桑科技
301498,乖宝宠物
301499,维科精密
301500,飞南资源
301501,恒鑫生活
301502,华阳智能
301503,智迪科技
301505,苏州规划
301507,民生健康
301508,中机认检
301509,金凯生科
301510,固高科技
301511,德福科技
301512,智信精密
301515,港通医疗
301516,中远通
301517,陕西华达
301518,长华化学
301519,舜禹股份
301520,万邦医药
301522,上大股份
301525,儒竞科技
301526,国际复材
301528,多浦乐
301529,福赛科技
301533,威马农机
301535,浙江华远
301536,星宸科技
301538,骏鼎达
301539,宏鑫科技
301548,崇德科技
301550,斯菱股份
301551,无线传媒
301552,科力装备
301555,惠柏新材
301556,托普云农
301557,常友科技
301558,三态股份
301559,中集环科
301560,众捷汽车
301563,云汉芯城
301565,中仑新材
301566,达利凯普
301567,贝隆精密
301568,思泰克
301571,国科天成
301575,艾芬达
301577,美信科技
301578,辰奕智能
301580,爱迪特
301581,黄山谷捷
301584,建发致新
301585,蓝宇股份
301586,佳力奇
301587,中瑞股份
301588,美新科技
301589,诺瓦星云
301590,优优绿能
301591,肯特股份
301592,六九一二
301595,太力科技
301596,瑞迪智驱
301598,博科测试
301600,慧翰股份
301601,惠通科技
301602,超研股份
301603,乔锋智能
301606,绿联科技
301607,富特科技
301608,博实结
301609,山大电力
301611,珂玛科技
301613,新铝时代
301616,浙江华业
301617,博苑股份
301618,长联科技
301622,英思特
301626,苏州天脉
301628,强达电路
301629,矽电股份
301630,同宇新材
301631,壹连科技
301632,广东建科
301633,港迪技术
301636,泽润新能
301656,联合动力
301658,首航新能
301662,宏工科技
301665,泰禾股份
301668,昊创瑞通
301678,新恒汇
302132,中航成飞
430017,星昊医药
430047,诺思兰德
430090,同辉信息
430139,华岭股份
430198,微创光电
430300,辰光医疗
430418,苏轴股份
430425,乐创技术
430476,海能技术
430478,峆一药业
430510,丰光精密
430556,雅达股份
430564,天润科技
430685,新芝生物
430718,合肥高科
600010,包钢股份
600021,上海电力
600030,中信证券
600078,澄星股份
600094,大名城
600103,青山纸业
600105,永鼎股份
600111,北方稀土
600118,中国卫星
600121,郑州煤电
600126,杭钢股份
600143,金发科技
600157,永泰能源
600159,大龙地产
600162,香江控股
600167,联美控股
600170,上海建工
600171,上海贝岭
600172,黄河旋风
600173,卧龙新能
600179,安通控股
600210,紫江企业
600234,科新发展
600246,万通发展
600268,国电南自
600330,天通股份
600337,美克家居
600353,旭光电子
600362,江西铜业
600376,首开股份
600382,广东明珠
600392,盛和资源
600400,红豆股份
600403,大有能源
600408,安泰集团
600410,华胜天成
600460,士兰微
600521,华海药业
600580,卧龙电驱
600584,长电科技
600592,龙溪股份
600601,方正科技
600617,国新能源
600619,海立股份
600629,华建集团
600635,大众公用
600651,飞乐音响
600691,阳煤化工
600697,欧亚集团
600699,均胜电子
600706,曲江文旅
600711,盛屯矿业
600715,文投控股
600721,百花医药
600735,新华锦
600745,闻泰科技
600748,上实发展
600769,祥龙电业
600776,东方通信
600816,建元信托
600819,耀皮玻璃
600857,宁波中百
600868,梅雁吉祥
600895,张江高科
600960,渤海汽车
600977,中国电影
600996,贵广网络
601011,宝泰隆
601012,隆基绿能
601026,道生天合
601069,西部黄金
601099,太平洋
601116,三江购物
601126,四方股份
601127,赛力斯
601138,工业富联
601212,白银有色
601218,吉鑫科技
601288,农业银行
601606,长城军工
601611,中国核建
601619,嘉泽新能
601689,拓普集团
601727,上海电气
601869,长飞光纤
601899,紫金矿业
601929,吉视传媒
603011,合锻智能
603019,中科曙光
603026,石大胜华
603032,德新科技
603051,鹿山新材
603083,剑桥科技
603090,宏盛股份
603101,汇嘉时代
603119,浙江荣泰
603127,昭衍新药
603156,养元饮品
603162,海通发展
603163,圣晖集成
603177,德创环保
603200,上海洗霸
603219,富佳股份
603222,济民健康
603226,菲林格尔
603228,景旺电子
603239,浙江仙通
603257,中国瑞林
603266,天龙股份
603269,海鸥股份
603285,键邦股份
603286,日盈电子
603297,永新光学
603300,海南华铁
603301,振德医疗
603316,诚邦股份
603322,超讯通信
603359,东珠生态
603370,华新精科
603421,鼎信通讯
603516,淳中科技
603590,康辰药业
603618,杭电股份
603626,科森科技
603655,朗博科技
603686,福龙马
603690,至纯科技
603709,中源家居
603717,天域生物
603778,国晟科技
603786,科博达
603799,华友钴业
603800,洪田股份
603810,丰山集团
603829,洛凯股份
603839,安正时尚
603848,好太太
603881,数据港
603903,中持股份
603933,睿能科技
603938,三孚股份
603948,建业股份
603959,百利科技
603978,深圳新星
603988,中电电机
603993,洛阳钼业
605055,迎丰股份
605178,时空科技
605188,国光连锁
605255,天普股份
605288,凯迪股份
605289,罗曼股份
605298,必得科技
605303,园林股份
605318,法狮龙
605358,立昂微
605376,博迁新材
605398,新炬网络
605580,恒盛能源
688001,华兴源创
688002,睿创微纳
688003,天准科技
688004,博汇科技
688005,容百科技
688006,杭可科技
688007,光峰科技
688008,澜起科技
688009,中国通号
688010,福光股份
688011,新光光电
688012,中微公司
688013,天臣医疗
688015,交控科技
688016,心脉医疗
688017,绿的谐波
688018,乐鑫科技
688019,安集科技
688020,方邦股份
688021,奥福科技
688022,瀚川智能
688023,安恒信息
688025,杰普特
688026,洁特生物
688027,国盾量子
688028,沃尔德
688029,南微医学
688030,山石网科
688031,星环科技
688032,禾迈股份
688033,天宜新材
688035,德邦科技
688036,传音控股
688037,芯源微
688038,中科通达
688039,当虹科技
688041,海光信息
688045,必易微
688046,药康生物
688047,龙芯中科
688048,长光华芯
688049,炬芯科技
688050,爱博医疗
688051,佳华科技
688052,纳芯微
688053,思科瑞
688055,龙腾光电
688056,莱伯泰科
688057,金达莱
688058,宝兰德
688059,华锐精密
688060,云涌科技
688061,灿瑞科技
688062,迈威生物
688063,派能科技
688065,凯赛生物
688066,航天宏图
688067,爱威科技
688068,热景生物
688069,德林海
688070,纵横股份
688071,华依科技
688072,拓荆科技
688073,毕得医药
688075,安旭生物
688076,ST诺泰
688077,大地熊
688078,龙软科技
688079,美迪凯
688080,映翰通
688081,兴图新科
688082,盛美上海
688083,中望软件
688084,晶品特装
688085,三友医疗
688087,英科再生
688088,虹软科技
688089,嘉必优
688090,瑞松科技
688091,上海谊众
688092,爱科科技
688093,世华科技
688095,福昕软件
688096,京源环保
688097,博众精工
688098,申联生物
688099,晶晨股份
688100,威胜信息
688101,三达膜
688102,斯瑞新材
688103,国力股份
688105,诺唯赞
688106,金宏气体
688107,安路科技
688108,赛诺医疗
688109,品茗科技
688110,东芯股份
688111,金山办公
688112,鼎阳科技
688113,联测科技
688114,华大智造
688115,思林杰
688116,天奈科技
688117,圣诺生物
688118,普元信息
688119,中钢洛耐
688120,华海清科
688121,卓然股份
688122,西部超导
688123,聚辰股份
688125,安达智能
688126,沪硅产业
688127,蓝特光学
688128,中国电研
688129,东来技术
688130,晶华微
688131,皓元医药
688132,邦彦技术
688133,泰坦科技
688135,利扬芯片
688136,科兴制药
688137,近岸蛋白
688138,清溢光电
688139,海尔生物
688141,杰华特
688143,长盈通
688146,中船特气
688147,微导纳米
688148,芳源股份
688150,莱特光电
688151,华强科技
688152,麒麟信安
688153,唯捷创芯
688155,先惠技术
688156,路德环境
688157,松井股份
688158,优刻得
688159,有方科技
688160,步科股份
688161,威高骨科
688162,巨一科技
688163,赛伦生物
688165,埃夫特
688166,博瑞医药
688167,炬光科技
688168,安博通
688169,石头科技
688170,德龙激光
688171,纬德信息
688172,燕东微
688173,希荻微
688175,高凌信息
688176,亚虹医药
688177,百奥泰
688178,万德斯
688179,阿拉丁
688180,君实生物
688181,八亿时空
688182,灿勤科技
688183,生益电子
688184,ST帕瓦
688185,康希诺
688186,广大特材
688187,时代电气
688188,柏楚电子
688189,南新制药
688190,云路股份
688191,智洋创新
688192,迪哲医药
688193,仁度生物
688195,腾景科技
688196,卓越新能
688197,首药控股
688198,佰仁医疗
688199,久日新材
688200,华峰测控
688201,信安世纪
688202,美迪西
688203,海正生材
688205,德科立
688206,概伦电子
688207,格灵深瞳
688208,道通科技
688209,英集芯
688210,统联精密
688211,中科微至
688212,澳华内镜
688213,思特威
688215,瑞晟智能
688216,气派科技
688217,睿昂基因
688218,江苏北人
688219,会通股份
688220,翱捷科技
688221,前沿生物
688222,成都先导
688223,晶科能源
688225,亚信安全
688226,威腾电气
688227,品高股份
688228,开普云
688229,博睿数据
688230,芯导科技
688231,隆达股份
688232,新点软件
688233,神工股份
688234,天岳先进
688235,百济神州
688236,春立医疗
688237,超卓航科
688238,和元生物
688239,航宇科技
688244,永信至诚
688246,嘉和美康
688247,宣泰医药
688248,南网科技
688249,晶合集成
688251,井松智能
688252,天德钰
688253,英诺特
688255,凯尔达
688256,寒武纪
688257,新锐股份
688258,卓易信息
688259,创耀科技
688260,昀冢科技
688261,东微半导
688262,国芯科技
688265,南模生物
688266,泽璟制药
688267,中触媒
688268,华特气体
688269,凯立新材
688270,臻镭科技
688271,联影医疗
688272,富吉瑞
688273,麦澜德
688275,万润新能
688276,百克生物
688277,天智航
688278,特宝生物
688279,峰岹科技
688280,精进电动
688281,华秦科技
688282,理工导航
688283,坤恒顺维
688285,高铁电气
688286,敏芯股份
688287,*ST观典
688288,鸿泉物联
688289,圣湘生物
688290,景业智能
688291,金橙子
688292,浩瀚深度
688293,奥浦迈
688295,中复神鹰
688296,和达科技
688297,中无人机
688298,东方生物
688299,长阳科技
688300,联瑞新材
688301,奕瑞科技
688302,海创药业
688303,大全能源
688305,科德数控
688306,均普智能
688307,中润光学
688308,欧科亿
688309,恒誉环保
688310,迈得医疗
688311,盟升电子
688312,燕麦科技
688313,仕佳光子
688314,康拓医疗
688315,诺禾致源
688316,青云科技
688317,之江生物
688318,财富趋势
688319,欧林生物
688320,禾川科技
688321,微芯生物
688322,奥比中光
688323,瑞华泰
688325,赛微微电
688326,经纬恒润
688327,云从科技
688328,深科达
688329,艾隆科技
688330,宏力达
688331,荣昌生物
688332,中科蓝讯
688333,铂力特
688334,西高院
688335,复洁环保
688336,三生国健
688337,普源精电
688338,赛科希德
688339,亿华通
688343,云天励飞
688345,博力威
688347,华虹公司
688348,昱能科技
688349,三一重能
688350,富淼科技
688351,微电生理
688352,颀中科技
688353,华盛锂电
688355,明志科技
688356,键凯科技
688357,建龙微纳
688358,祥生医疗
688359,三孚新科
688360,德马科技
688361,中科飞测
688362,甬矽电子
688363,华熙生物
688365,光云科技
688366,昊海生科
688367,工大高科
688368,晶丰明源
688369,致远互联
688370,丛麟科技
688371,菲沃泰
688372,伟测科技
688373,盟科药业
688375,国博电子
688376,美埃科技
688377,迪威尔
688378,奥来德
688379,华光新材
688380,中微半导
688381,帝奥微
688382,益方生物
688383,新益昌
688385,复旦微电
688386,泛亚微透
688387,信科移动
688388,嘉元科技
688389,普门科技
688390,固德威
688391,钜泉科技
688392,骄成超声
688393,安必平
688395,正弦电气
688396,华润微
688398,赛特新材
688399,硕世生物
688400,凌云光
688401,路维光电
688403,汇成股份
688408,中信博
688409,富创精密
688410,山外山
688411,海博思创
688416,恒烁股份
688418,震有科技
688419,耐科装备
688420,美腾科技
688425,铁建重工
688426,康为世纪
688428,诺诚健华
688429,时创能源
688432,有研硅
688433,华曙高科
688435,英方软件
688439,振华风光
688443,智翔金泰
688448,磁谷科技
688449,联芸科技
688450,光格科技
688455,科捷智能
688456,有研粉材
688458,美芯晟
688459,哈铁科技
688466,金科环境
688468,科美诊断
688469,芯联集成
688472,阿特斯
688475,萤石网络
688478,晶升股份
688479,友车科技
688480,赛恩斯
688484,南芯科技
688485,九州一轨
688486,龙迅股份
688488,艾迪药业
688489,三未信安
688496,清越科技
688498,源杰科技
688499,利元亨
688500,慧辰股份
688501,青达环保
688502,茂莱光学
688503,聚和材料
688505,复旦张江
688506,百利天恒
688507,索辰科技
688508,芯朋微
688509,正元地信
688510,航亚科技
688511,*ST天微
688512,慧智微
688513,苑东生物
688515,裕太微
688516,奥特维
688517,金冠电气
688518,联赢激光
688519,南亚新材
688520,神州细胞
688521,芯原股份
688522,纳睿雷达
688523,航天环宇
688525,佰维存储
688526,科前生物
688528,秦川物联
688529,豪森智能
688530,欧莱新材
688531,日联科技
688533,上声电子
688535,华海诚科
688536,思瑞浦
688538,和辉光电
688539,高华科技
688543,国科军工
688545,兴福电子
688548,广钢气体
688549,中巨芯
688550,瑞联新材
688551,科威尔
688552,航天南湖
688553,汇宇制药
688556,高测股份
688557,兰剑智能
688558,国盛智科
688559,海目星
688560,明冠新材
688561,奇安信
688562,航天软件
688563,航材股份
688565,力源科技
688566,吉贝尔
688567,孚能科技
688568,中科星图
688569,铁科轨道
688570,天玛智控
688571,杭华股份
688573,信宇人
688575,亚辉龙
688576,西山科技
688577,浙海德曼
688578,艾力斯
688579,山大地纬
688580,伟思医疗
688581,安杰思
688582,芯动联科
688583,思看科技
688584,上海合晶
688585,上纬新材
688586,江航装备
688588,凌志软件
688589,力合微
688590,新致软件
688591,泰凌微
688592,司南导航
688593,新相微
688595,芯海科技
688596,正帆科技
688597,煜邦电力
688598,金博股份
688599,天合光能
688600,皖仪科技
688601,力芯微
688602,康鹏科技
688603,天承科技
688605,先锋精科
688606,奥泰生物
688607,康众医疗
688608,恒玄科技
688609,九联科技
688610,埃科光电
688611,杭州柯林
688612,威迈斯
688613,奥精医疗
688615,合合信息
688616,西力科技
688617,惠泰医疗
688618,三旺通信
688619,罗普特
688620,安凯微
688621,阳光诺和
688622,禾信仪器
688623,双元科技
688625,呈和科技
688626,翔宇医疗
688627,精智达
688628,优利德
688629,华丰科技
688630,芯碁微装
688631,莱斯信息
688633,星球石墨
688636,智明达
688638,誉辰智能
688639,华恒生物
688646,ST逸飞
688648,中邮科技
688651,盛邦安全
688652,京仪装备
688653,康希通信
688655,迅捷兴
688656,浩欧博
688657,浩辰软件
688658,悦康药业
688659,元琛科技
688660,电气风电
688661,和林微纳
688662,富信科技
688663,新风光
688665,四方光电
688667,菱电电控
688668,鼎通科技
688669,聚石化学
688670,金迪克
688671,碧兴物联
688676,金盘科技
688677,海泰新光
688678,福立旺
688679,通源环境
688680,海优新材
688681,科汇股份
688682,霍莱沃
688683,莱尔科技
688685,迈信林
688686,奥普特
688687,凯因科技
688689,银河微电
688690,纳微科技
688691,灿芯股份
688692,达梦数据
688693,锴威特
688695,中创股份
688696,极米科技
688697,纽威数控
688698,伟创电气
688699,明微电子
688700,东威科技
688701,卓锦股份
688702,盛科通信
688707,振华新材
688708,佳驰科技
688709,成都华微
688710,益诺思
688711,宏微科技
688716,中研股份
688717,艾罗能源
688718,唯赛勃
688719,爱科赛博
688720,艾森股份
688721,龙图光罩
688722,同益中
688726,拉普拉斯
688728,格科微
688729,屹唐股份
688733,壹石通
688737,中自科技
688739,成大生物
688750,金天钛业
688755,汉邦科技
688757,胜科纳米
688758,赛分科技
688766,普冉股份
688767,博拓生物
688768,容知日新
688772,珠海冠宇
688775,影石创新
688776,国光电气
688777,中控技术
688778,厦钨新能
688779,五矿新能
688786,悦安新材
688787,海天瑞声
688788,科思科技
688789,宏华数科
688793,倍轻松
688798,艾为电子
688799,华纳药厂
688800,瑞可达
688819,天能股份
688981,中芯国际
689009,九号公司
830779,武汉蓝电
830809,安达科技
830832,齐鲁华信
830839,万通液压
830879,基康技术
830896,旺成科技
830946,森萱医药
830964,润农节水
830974,凯大催化
831010,凯添燃气
831039,国义招标
831087,秋乐种业
831152,昆工科技
831167,鑫汇科
831175,派诺科技
831195,三祥科技
831278,泰德股份
831304,迪尔化工
831305,海希通讯
831370,新安洁
831396,许昌智能
831526,凯华材料
831627,力王股份
831641,格利尔
831689,克莱特
831726,朱老六
831768,拾比佰
831832,科达自控
831834,三维装备
831855,浙江大农
831856,浩淼科技
831906,舜宇精工
831961,创远信科
832000,安徽凤凰
832023,田野股份
832089,禾昌聚合
832110,雷特科技
832145,恒合股份
832149,利尔达
832171,志晟信息
832175,东方碳素
832225,利通科技
832278,鹿得医疗
832419,路斯股份
832469,富恒新材
832471,美邦科技
832491,奥迪威
832522,纳科诺尔
832566,梓橦宫
832651,天罡股份
832662,方盛股份
832735,德源药业
832786,骑士乳业
832802,保丽洁
832876,慧为智能
832885,星辰科技
832978,开特股份
832982,锦波生物
833030,立方控股
833075,柏星龙
833171,国航远洋
833230,欧康医药
833266,生物谷
833284,灵鸽科技
833346,威贸电子
833394,民士达
833427,华维设计
833429,康比特
833454,同心传动
833455,汇隆活塞
833509,同惠电子
833523,德瑞锂电
833533,骏创科技
833575,康乐卫士
833580,科创新材
833751,惠同新材
833781,瑞奇智造
833873,中设咨询
833914,远航精密
833943,优机股份
834014,特瑞斯
834021,流金科技
834033,康普化学
834058,华洋赛车
834062,科润智控
834261,一诺威
834407,驰诚股份
834415,恒拓开源
834475,三友科技
834599,同力股份
834639,晨光电缆
834765,美之高
834770,艾能聚
834950,迅安科技
835174,五新隧装
835179,凯德石英
835184,国源科技
835185,贝特瑞
835207,众诚科技
835237,力佳科技
835305,*ST云创
835368,连城数控
835438,戈碧迦
835508,殷图网联
835579,机科股份
835640,富士达
835670,数字人
835857,百甲科技
835892,中科美菱
835985,海泰新能
836077,吉林碳谷
836149,旭杰科技
836208,青矩技术
836221,易实精密
836239,长虹能源
836247,华密新材
836260,中寰股份
836263,中航泰达
836270,天铭科技
836395,朗鸿科技
836414,欧普泰
836419,万德股份
836422,润普食品
836433,大唐药业
836504,博迅生物
836547,无锡晶海
836675,秉扬科技
836699,海达尔
836717,瑞星股份
836720,吉冈精密
836807,奔朗新材
836826,盖世食品
836871,派特尔
836892,广咨国际
836942,恒立钻具
836957,汉维科技
836961,西磁科技
837006,晟楠科技
837023,芭薇股份
837046,亿能电力
837092,汉鑫科技
837174,宏裕包材
837212,智新电子
837242,建邦科技
837344,三元基因
837403,康农种业
837592,华信永道
837663,明阳科技
837748,路桥信息
837821,则成电子
838030,德众汽车
838163,方大新材
838171,邦德股份
838227,美登科技
838262,太湖雪
838275,驱动力
838402,硅烷科技
838670,恒进感应
838701,豪声电子
838810,春光智能
838837,华原股份
838924,广脉科技
838971,天马新材
839273,一致魔芋
839371,欧福蛋业
839493,并行科技
839680,*ST广道
839719,宁新新材
839725,惠丰钻石
839729,永顺生物
839790,联迪信息
839792,东和新材
839946,华阳变速
870199,倍益康
870204,沪江材料
870299,灿能电力
870357,雅葆轩
870436,大地电气
870508,丰安股份
870656,海昇药业
870726,鸿智科技
870866,绿亨科技
870976,视声智能
871245,威博液压
871263,莱赛激光
871396,常辅股份
871478,巨能股份
871553,凯腾精工
871634,新威凌
871642,通易航天
871694,中裕科技
871753,天纺标
871857,泓禧科技
871970,大禹生物
871981,晶赛科技
872190,雷神科技
872351,华光源海
872374,云里物里
872392,佳合科技
872541,铁大科技
872808,曙光数创
872895,花溪科技
872925,锦好医疗
872931,无锡鼎邦
872953,国子软件
873001,纬达光电
873122,中纺标
873132,泰鹏智能
873152,天宏锂电
873167,新赣江
873169,七丰精工
873223,荣亿精密
873305,九菱科技
873339,恒太照明
873527,夜光明
873570,坤博精工
873576,天力复合
873593,鼎智科技
873665,科强股份
873679,前进科技
873690,捷众科技
873693,阿为特
873703,广厦环能
873706,铁拓机械
873726,卓兆点胶
873806,云星宇
873833,美心翼申
920002,万达轴承
920005,鼎佳精密
920007,酉立智能
920008,成电光信
920016,中草香料
920018,宏远股份
920019,铜冠矿建
920022,世昌股份
920027,交大铁发
920029,开发科技
920037,广信科技
920056,能之光
920060,万源通
920066,科拜尔
920068,天工股份
920082,方正阀门
920088,科力股份
920098,科隆新材
920099,瑞华技术
920100,三协电机
920101,志高机械
920106,林泰新材
920108,宏海科技
920111,聚星科技
920112,巴兰仕
920116,星图测控
920118,太湖远大
920128,胜业电气
920158,长江能科
920167,同享科技
920445,龙竹科技
920489,佳先股份
920509,同惠电子
920682,球冠电缆
920725,惠丰钻石
920799,艾融软件
920819,颖泰生物
